Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM,Storage,GPU,Operating System,Weight,Price,Price_USD,Weight_LBS
HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB ,Intel UHD Graphics 620,Windows,2.5,8251776.0,100701.04572307924,5.5115575
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1TB ,AMD Radeon R7 M445,Windows,2.36,5681899.08,69339.39785192933,5.20291028
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB ,AMD Radeon R5 M430,Windows,2.2,3992508.0,48722.81199317089,4.850170600000001
Acer,Swift 3,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB ,Intel UHD Graphics 620,Windows,1.6,7860528.0,95926.4271758643,3.5273968000000004
Acer,Aspire A515-51G-37JS,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,256GB ,Nvidia GeForce MX130,Windows,2.2,5086224.0,62070.04111379454,4.850170600000001
HP,15-BS078nr (i7-7500U/8GB/1TB/W10),Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8,1TB ,Intel HD Graphics 620,Windows,2.05,5317416.0,64891.40661896702,4.51947715
HP,Probook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB ,Intel UHD Graphics 620,Windows,1.63,8785296.0,107211.8891965542,3.5935354900000003
Lenovo,V110-15IAP (N3350/4GB/1TB/No,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1TB ,Intel HD Graphics 500,No OS,1.9,2243985.12,27384.60764943565,4.1887837
Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB    1TB ,Nvidia GeForce GTX 1050,Windows,3.0,8340696.0,101786.18630199177,6.613869000000001
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB ,Nvidia GeForce 920MX,No OS,2.2,4437108.0,54148.51488773335,4.850170600000001
HP,Envy 13-AD007nv,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB ,Intel HD Graphics 620,Windows,1.32,6215508.0,75851.32646598319,2.91010236
Acer,Aspire 5,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,1TB ,Nvidia GeForce MX130,Windows,3.0,5824260.0,71076.70791876822,6.613869000000001
Lenovo,ThinkPad E480,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB ,AMD Radeon RX 550,Windows,1.75,9923649.84,121103.85888779194,3.858090250000001
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB ,Nvidia GeForce GTX 1050M,No OS,2.4,7727148.0,94298.71630749556,5.2910952
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB ,Intel HD Graphics 520,Windows,2.1,5352984.0,65325.46285053202,4.629708300000001
HP,255 G6,Notebook,15.6,1366x768,AMD A6-Series 9220 2.5GHz,4,256GB ,AMD Radeon R4 Graphics,Windows,1.86,3281148.0,40041.68736187096,4.10059878
Asus,ZenBook UX430UA,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB ,Intel UHD Graphics 620,Windows,1.25,9772308.0,119256.94962248288,2.75577875
HP,EliteBook Folio,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2GHz,8,512GB ,Intel HD Graphics 515,Windows,0.97,17908488.0,218547.31259297588,2.13848431
Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,1TB ,Intel HD Graphics 500,Windows,2.0,3058848.0,37328.83591458973,4.409246
MSI,GE72MVR 7RG,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB    1TB ,Nvidia GeForce GTX 1070,Windows,2.9,18041868.0,220175.02346134465,6.393406700000001
Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1TB ,Intel HD Graphics 520,Windows,2.1,3974724.0,48505.78387738839,4.629708300000001
Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB ,Nvidia GeForce GTX 1050,Windows,2.56,11108419.92,135562.27196122197,5.643834880000001
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB ,Nvidia GeForce GTX 1050,Windows,2.62,7993908.0,97554.13804423304,5.7761122600000006
Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,128GB ,Intel HD Graphics 620,Windows,1.9,4428216.0,54040.0008298421,4.1887837
MSI,GE73VR 7RE,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB    1TB ,Nvidia GeForce GTX 1060,Windows,2.8,16805880.0,205091.569414461,6.1729444
HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7500U 2.7GHz,4,256GB ,Intel HD Graphics 620,Windows,1.48,9621144.0,117412.21063833164,3.26284204
HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,6,256GB ,AMD Radeon 520,Windows,1.91,5504148.0,67170.20183468326,4.21082993
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,256GB ,Intel HD Graphics 620,Windows,1.74,5593068.0,68255.34241359575,3.836044020000001
Asus,ZenBook Flip,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB ,Intel HD Graphics 620,Windows,1.1,11692980.0,142695.9861269927,2.425085300000001
Dell,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB ,Intel UHD Graphics 620,Windows,1.56,9327708.0,113831.2467279204,3.4392118800000007
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 6006U 2.2GHz,4,500GB ,Intel HD Graphics 520,Windows,2.1,3974724.0,48505.78387738839,4.629708300000001
Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4,1TB ,AMD Radeon R5 M420,Windows,2.03,3583476.0,43731.16533017343,4.47538469
Acer,Aspire A517-51G,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,256GB ,Nvidia GeForce MX150,Windows,3.0,7158060.0,87353.81660245561,6.613869000000001
Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB ,AMD Radeon 520,Windows,2.13,6473376.0,78998.23414482942,4.695846990000001
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB ,Nvidia GeForce GTX 1050 Ti,Windows,2.5,9594468.0,117086.6684646579,5.5115575
Acer,Aspire A315-31,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1TB ,Intel HD Graphics 500,Windows,2.1,3094416.0,37762.89214615472,4.629708300000001
MSI,GE63VR 7RE,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB    1TB ,Nvidia GeForce GTX 1060,Windows,2.4,15996708.0,195216.7901463573,5.2910952
Acer,Aspire 3,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB ,Intel HD Graphics 505,Windows,2.1,3232330.92,39445.945184048,4.629708300000001
Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB    1TB ,Nvidia GeForce GTX 1050,Windows,2.56,9429877.08,115078.07325309089,5.643834880000001
Acer,Aspire A517-51G,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB ,Nvidia GeForce MX150,Windows,3.0,7593768.0,92671.00543912682,6.613869000000001
HP,ProBook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,500GB ,Intel UHD Graphics 620,Windows,1.49,6704568.0,81819.5996500019,3.28488827
Huawei,MateBook X,Ultrabook,13.0,IPS Panel Full HD 2160x1440,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.05,11995308.0,146385.46409529517,2.3148541500000004
HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6,2TB ,AMD Radeon 520,Windows,2.71,6215508.0,75851.32646598319,5.974528330000001
Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD A6-Series 9220 2.9GHz,4,500GB ,AMD Radeon R4 Graphics,No OS,2.2,2747628.0,33530.843888396004,4.850170600000001
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,500GB ,Intel HD Graphics 620,Windows,2.0,4348188.0,53063.37430882086,4.409246
HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB ,Nvidia GeForce 930MX,Windows,2.5,8207316.0,100158.475433623,5.5115575
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,8,1TB ,Intel HD Graphics 620,Windows,2.3,4081428.0,49807.95257208338,5.0706329000000006
Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,128GB ,Intel HD Graphics 520,Windows,2.1,3992508.0,48722.81199317089,4.629708300000001
MSI,GT80S 6QF-074US,Gaming,18.4,Full HD 1920x1080,Intel Core i7 6920HQ 2.9GHz,32,512GB    1TB ,Nvidia GTX 980 SLI,Windows,4.4,24888708.0,303730.8480376065,9.700341200000002
Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB    1TB ,AMD R17M-M1-70,Windows,1.9,7229196.0,88221.9290655856,4.1887837
HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8,256GB ,Intel UHD Graphics 620,Windows,1.29,13329108.0,162662.57277898255,2.8439636700000004
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256GB    2TB ,AMD Radeon 530,Linux,2.02,9327708.0,113831.2467279204,4.45333846
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB ,Intel UHD Graphics 620,Windows,1.23,12439908.0,151811.16698985762,2.7116862900000003
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16,512GB ,Intel UHD Graphics 620,Windows,1.4,16441308.0,200642.49304091977,3.0864722
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,128GB ,Intel HD Graphics 620,Windows,2.0,7051356.0,86051.64790776062,4.409246
Xiaomi,Mi Notebook,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB ,Nvidia GeForce MX150,No OS,1.95,10661508.0,130108.3554116078,4.299014850000001
Dell,Inspiron 7773,Notebook,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16,512GB ,Nvidia GeForce 150MX,Windows,2.77,13773708.0,168088.27567354502,6.106805710000001
Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512GB ,Nvidia GeForce GTX 1050,Windows,2.06,21314124.0,260108.19676532436,4.541523380000001
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB ,Nvidia GeForce GTX 1050,No OS,2.4,6926868.0,84532.45109728313,5.2910952
Acer,Swift 7,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7Y54 1.2GHz,8,256GB ,Intel HD Graphics 615,Windows,1.12,8794188.0,107320.40325444544,2.4691777600000004
Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,128GB    1TB ,AMD Radeon 530,Windows,2.8,9647820.0,117737.7528120054,6.1729444
Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,16,1TB ,Intel HD Graphics 620,Windows,1.42,25111008.0,306443.69948488777,3.13056466
Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,32GB  ,Intel HD Graphics 500,Windows,1.3,2311920.0,28213.655051724792,2.8660099000000003
Xiaomi,Mi Notebook,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Nvidia GeForce MX150,No OS,1.3,8891110.8,108503.20648546008,2.8660099000000003
Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,1600x900,Intel Core i5 8250U 1.6GHz,8,256GB ,Nvidia GeForce MX150,No OS,2.8,6206616.0,75742.81240809194,6.1729444
Dell,Inspiron 5379,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,1TB ,Intel UHD Graphics 620,Windows,1.62,7460388.0,91043.29457075808,3.5714892600000008
HP,ProBook 470,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1TB ,Nvidia GeForce 930MX,Windows,2.5,8127288.0,99181.84891260177,5.5115575
Razer,Blade Pro,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32,1TB ,Nvidia GeForce GTX 1080,Windows,3.49,54232308.0,661827.2390787288,7.694134270000001
HP,ProBook 430,Notebook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,512GB ,Intel UHD Graphics 620,Windows,1.49,8527428.0,104064.981517708,3.28488827
HP,Omen 17-W295,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB    1TB ,Nvidia GeForce GTX 1050,Windows,3.35,12262068.0,149640.88583203265,7.385487050000001
HP,Probook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB ,Nvidia GeForce 930MX ,Windows,2.5,9292140.0,113397.1904963554,5.5115575
Dell,Inspiron 7577,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512GB    1TB ,Nvidia GeForce GTX 1060,Windows,2.65,16405740.0,200208.4368093548,5.84225095
Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,128GB ,Intel HD Graphics 520,Windows,2.1,4383756.0,53497.43054038586,4.629708300000001
Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB ,Nvidia GeForce 940MX,Windows,2.23,6597864.0,80517.4309553069,4.91630929
Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB    1TB ,Nvidia GeForce GTX 1060,Windows,3.2,15552108.0,189791.08725179484,7.054793600000001
Dell,Precision 7520,Workstation,15.6,4K Ultra HD 3840x2160,Intel Xeon E3-1505M V6 3GHz,16,256GB    1TB ,Nvidia Quadro M1200,Windows,2.8,27165060.0,331510.4468577663,6.1729444
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB ,Nvidia GeForce GTX 1060,No OS,2.4,12431016.0,151702.65293196638,5.2910952
Dell,Inspiron 3567,Notebook,15.6,Touchscreen 1366x768,Intel Core i3 7100U 2.4GHz,6,1TB ,Intel HD Graphics 620,Windows,2.3,3903588.0,47637.6714142584,5.0706329000000006
Dell,XPS 13,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,8,256GB ,Intel UHD Graphics 620,Windows,1.21,17330508.0,211493.8988300447,2.6675938300000004
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB ,Intel UHD Graphics 620,Windows,1.2,12884508.0,157236.8698844201,2.6455476
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,2.2,5308524.0,64782.89256107577,4.850170600000001
Acer,Aspire 7,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB ,Nvidia GeForce GTX 1050,Linux,2.4,6926868.0,84532.45109728313,5.2910952
Asus,ROG GL703VD-GC028T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB    1TB ,Nvidia GeForce GTX 1050,Windows,2.9,12511044.0,152679.27945298763,6.393406700000001
HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,500GB ,Intel HD Graphics 520,No OS,2.1,3103308.0,37871.40620404597,4.629708300000001
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,No OS,2.2,4881708.0,59574.21778229581,4.850170600000001
Huawei,MateBook X,Ultrabook,13.0,IPS Panel Full HD 2160x1440,Intel Core i7 7500U 2.7GHz,8,512GB ,Intel HD Graphics 620,Windows,1.05,13329108.0,162662.57277898255,2.3148541500000004
Dell,Inspiron 5370,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB ,AMD Radeon 530,Windows,1.4,8286276.96,101122.08026769733,3.0864722
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8,1TB ,Nvidia GeForce GTX 940MX,No OS,2.8,5237388.0,63914.78009794578,6.1729444
HP,Probook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB ,Nvidia GeForce 930MX,Windows,1.63,9167652.0,111877.99368587793,3.5935354900000003
Dell,Latitude 5490,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB ,Intel UHD Graphics 620,Windows,1.6,10216908.0,124682.65251704534,3.5273968000000004
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16,512GB ,Intel UHD Graphics 620,Windows,1.62,11372868.0,138789.48004290773,3.5714892600000008
Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB ,AMD Radeon 520,Linux,2.2,6022996.2,73501.99711263765,4.850170600000001
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB ,Intel UHD Graphics 620,Windows,1.74,7993908.0,97554.13804423304,3.836044020000001
Toshiba,Portege Z30-C-16L,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB ,Intel HD Graphics 520,Windows,1.2,12119796.0,147904.66090577267,2.6455476
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1TB ,Intel UHD Graphics 620,Windows,2.1,7060248.0,86160.16196565186,4.629708300000001
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB    1TB ,Nvidia GeForce GTX 1060,Windows,4.42,21841775.28,266547.42096059106,9.74443366
Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB ,Nvidia GeForce 940MX,Windows,2.2,7398144.0,90283.69616551932,4.850170600000001
Dell,Inspiron 5567,Notebook,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,1TB ,AMD Radeon R7 M445,Windows,2.3,7638316.92,93214.66086916198,5.0706329000000006
Asus,Vivobook X541UV-DM1217T,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Nvidia GeForce 920MX ,Windows,2.0,6837948.0,83447.31051837064,4.409246
Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB    500GB ,Nvidia GeForce GTX 950M,Windows,2.69,7922772.0,96686.02558110304,5.93043587
HP,ZBook 15u,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB ,AMD FirePro W4190M ,Windows,1.9,11283948.0,137704.33946399525,4.1887837
Asus,Pro P2540UA-XO0198T,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,1TB ,Intel HD Graphics 620,Windows,2.37,3547819.08,43296.02395802952,5.224956510000001
HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,1366x768,AMD E-Series 9000e 1.5GHz,4,500GB ,AMD Radeon R2,Windows,2.1,2934360.0,35809.63910411223,4.629708300000001
Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB    1TB ,Nvidia GeForce GTX 1060,Windows,3.2,13329108.0,162662.57277898255,7.054793600000001
Dell,Vostro 5468,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.6,7638228.0,93213.57572858306,3.5273968000000004
Acer,Aspire R7,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB ,Intel HD Graphics 520,Windows,1.6,6126588.0,74766.1858870707,3.5273968000000004
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB ,AMD Radeon R7 M445,Linux,2.36,7993908.0,97554.13804423304,5.20291028
Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1TB ,Intel HD Graphics 520,Linux,2.1,3467880.0,42320.48257758719,4.629708300000001
Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,Full HD 1920x1080,AMD A10-Series A10-9620P 2.5GHz,4,128GB    1TB ,AMD Radeon R5 M430,Windows,2.2,5112900.0,62395.58328746829,4.850170600000001
Asus,ROG G703VI-E5062T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,32,512GB    1TB ,Nvidia GeForce GTX 1080,Windows,4.7,34589880.0,422119.6851969594,10.3617281
Acer,Nitro AN515-51,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB ,Nvidia GeForce GTX 1050,Windows,2.5,7522632.0,91802.89297599685,5.5115575
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8,128GB ,Intel HD Graphics 520,Windows,2.2,5237388.0,63914.78009794578,4.850170600000001
Asus,VivoBook Pro,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,128GB    1TB ,Nvidia GeForce 150MX,Windows,2.1,10181340.0,124248.59628548034,4.629708300000001
Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,128GB    1TB ,Nvidia GeForce GTX 950M,No OS,2.69,7904988.0,96468.99746532054,5.93043587
Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB ,Nvidia GeForce GTX 1050,Windows,2.56,7816068.0,95383.85688640804,5.643834880000001
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB ,Intel HD Graphics 620,Windows,1.38,9594468.0,117086.6684646579,3.04237974
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,128GB    2TB ,AMD Radeon 530,Windows,2.2,8758620.0,106886.34702288048,4.850170600000001
HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,1TB ,Intel HD Graphics 620,Windows,2.04,4970628.0,60659.3583612083,4.49743092
Asus,Rog G701VIK-BA060T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16,256GB ,Nvidia GeForce GTX 1080,Windows,3.6,26667108.0,325433.6596158564,7.936642800000001
HP,ProBook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,500GB ,Intel UHD Graphics 620,Windows,1.49,6002100.0,73246.9890765932,3.28488827
Apple,MacBook Pro,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 3.1GHz,8,512GB ,Intel Iris Plus Graphics 650,Mac OS,1.37,18139680.0,221368.6780981484,3.0203335100000004
Dell,Inspiron 5579,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,1TB ,Intel UHD Graphics 620,Windows,2.08,7282548.0,88873.0134129331,4.585615840000001
Asus,ROG G752VSK-GC493T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB    1TB ,Nvidia GeForce GTX 980M,Windows,4.3,15996708.0,195216.7901463573,9.4798789
Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4,1TB ,AMD Radeon R5 M420,Windows,1.68,4170348.0,50893.09315099588,3.70376664
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,512GB ,Intel UHD Graphics 620,Windows,1.37,16441308.0,200642.49304091977,3.0203335100000004
Acer,Aspire 5,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,256GB ,Nvidia GeForce MX130,Windows,3.0,6242184.0,76176.86863965694,6.613869000000001
Dell,Vostro 5370,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB ,Intel UHD Graphics 620,Windows,1.41,8438508.0,102979.84093879547,3.10851843
HP,15-BW094nd (A6-9220/8GB/128GB/W10),Notebook,15.6,1366x768,AMD A6-Series A6-9220 2.5GHz,8,128GB ,AMD Radeon R4 Graphics,Windows,1.91,3964942.8,48386.418413708016,4.21082993
