,Manufacturer,Model Name,Model Name Cleaned,Category,Screen Size,Screen,Touchscreen,Screen_HD,Screen Quality,CPU,CPU Brand,CPU Model,CPU_Speed,RAM,Storage,Total Storage in TB,GPU,GPU Brand,GPU Model,Operating System,Weight,Weight_LBS,Price,Price_USD
86,HP,Pavilion 15-CK000nv,Pavilion 15-CK000nv,Ultrabook,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,8,256GB SSD,0.25,Nvidia GeForce GTX 940MX,Nvidia,GeForce GTX 940MX,Windows,1.83,4.03446009,6215508,75851.32647
87,HP,250 G6,250 G6,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.96,4.32106108,5326219.08,64998.83554
88,Asus,FX503VM-E4007T (i7-7700HQ/16GB/1TB,FX503VM-E4007T ,Gaming,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,16,128GB SSD +  1TB HDD,1.125,Nvidia GeForce GTX 1060,Nvidia,GeForce GTX 1060,Windows,2.2,4.8501706,12884508,157236.8699
89,Dell,XPS 13,XPS 13,Ultrabook,13.3,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,8,256GB SSD,0.25,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,1.21,2.66759383,14662908,178939.6815
90,Asus,FX550IK-DM018T (FX-9830P/8GB/1TB/Radeon,FX550IK-DM018T ,Gaming,15.6,Full HD 1920x1080,0,1,1920x1080,AMD FX 9830P 3GHz,AMD,FX 9830P,3,8,1TB HDD,1,AMD Radeon RX 560,AMD,Radeon RX 560,Windows,2.45,5.40132635,6215508,75851.32647
91,Acer,Aspire 5,Aspire 5,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,8,1TB HDD,1,Nvidia GeForce MX150,Nvidia,GeForce MX150,Windows,2.2,4.8501706,6126588,74766.18589
92,HP,Probook 430,Probook 430,Notebook,13.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,16,512GB SSD,0.5,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,1.49,3.28488827,10643724,129891.3273
93,Dell,Inspiron 7577,Inspiron 7577,Gaming,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7300HQ 2.5GHz,Intel,Core i5 7300HQ,2.5,8,256GB SSD,0.25,Nvidia GeForce GTX 1060,Nvidia,GeForce GTX 1060,Windows,2.65,5.84225095,10625940,129674.2992
94,Asus,Zenbook UX430UA,Zenbook UX430UA,Ultrabook,14,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.25,2.75577875,9327708,113831.2467
95,Acer,Spin 5,Spin 5,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,1,1,1920x1080,Intel Core i5 8250U 1.6GHz,Intel,Core i5 8250U,1.6,8,256GB SSD,0.25,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,1.5,3.3069345,7531524,91911.40703
96,Dell,Inspiron 3567,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,8,1TB HDD,1,AMD Radeon R5 M430,AMD,Radeon R5 M430,Linux,2.2,4.8501706,5334310.8,65097.58333
97,Dell,Inspiron 3567,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i3 6006U 2GHz,Intel,Core i3 6006U,2,4,256GB SSD,0.25,AMD Radeon R5 M430,AMD,Radeon R5 M430,Linux,2.2,4.8501706,4312620,52629.31808
98,Asus,X541UV-DM1439T (i3-7100U/6GB/256GB/GeForce,X541UV-DM1439T ,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i3 7100U 2.4GHz,Intel,Core i3 7100U,2.4,6,256GB SSD,0.25,Nvidia GeForce 920M,Nvidia,GeForce 920M,Windows,2,4.409246,5130684,62612.6114
99,HP,Omen 15-ce007nv,Omen 15-ce007nv,Gaming,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,12,128GB SSD +  1TB HDD,1.125,Nvidia GeForce GTX 1050,Nvidia,GeForce GTX 1050,Windows,2.62,5.77611226,11106108,135534.0583
100,HP,15-bs017nv (i7-7500U/8GB/256GB/Radeon,15-bs017nv ,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,8,256GB SSD,0.25,AMD Radeon 530,AMD,Radeon 530,Windows,1.91,4.21082993,6393348,78021.60762
101,HP,15-bw000nv (E2-9000e/4GB/500GB/Radeon,15-bw000nv ,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,AMD E-Series E2-9000e 1.5GHz,AMD,E-Series E2-9000e,1.5,4,500GB HDD,0.48828125,AMD Radeon R2,AMD,Radeon R2,Windows,2.1,4.6297083,3103308,37871.4062
102,Dell,Inspiron 3576,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 8250U 1.6GHz,Intel,Core i5 8250U,1.6,8,1TB HDD,1,AMD Radeon 520,AMD,Radeon 520,Linux,2.2,4.8501706,5753124,70208.59546
103,HP,Envy 13-ad009n,Envy 13-ad009n,Ultrabook,13.3,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,8,256GB SSD,0.25,Nvidia GeForce MX150,Nvidia,GeForce MX150,Windows,1.38,3.04237974,9950148,121427.2308
104,Microsoft,Surface Laptop,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,1,0,2256x1504,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.252,2.760187996,11915280,145408.8376
105,HP,Pavilion 14-BK001nv,Pavilion 14-BK001nv,Notebook,14,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,6,256GB SSD,0.25,Nvidia GeForce 940MX,Nvidia,GeForce 940MX,Windows,1.58,3.48330434,5859828,71510.76415
106,Lenovo,Ideapad 310-15ISK,Ideapad 310-15ISK,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i3 6006U 2GHz,Intel,Core i3 6006U,2,4,1TB HDD,1,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,1.85,4.07855255,3689290.8,45022.48262
107,Asus,UX430UQ-GV209R (i7-7500U/8GB/256GB/GeForce,UX430UQ-GV209R ,Ultrabook,14,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,8,256GB SSD,0.25,Nvidia GeForce 940MX,Nvidia,GeForce 940MX,Windows,1.3,2.8660099,10608156,129457.2711
108,MSI,GP62M 7REX,GP62M 7REX,Gaming,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,16,256GB SSD +  1TB HDD,1.25,Nvidia GeForce GTX 1050 Ti,Nvidia,GeForce GTX 1050 Ti,Windows,2.2,4.8501706,11550708,140959.7612
109,Lenovo,Thinkpad T470,Thinkpad T470,Notebook,14,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.58,3.48330434,13160160,160600.8057
110,Asus,VivoBook S15,VivoBook S15,Ultrabook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,16,256GB SSD +  1TB HDD,1.25,Nvidia GeForce MX150,Nvidia,GeForce MX150,Windows,1.5,3.3069345,11221704,136944.7411
111,Dell,XPS 13,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,1,1,3200x1800,Intel Core i7 7560U 2.4GHz,Intel,Core i7 7560U,2.4,8,256GB SSD,0.25,Intel Iris Plus Graphics 640,Intel,Iris Plus Graphics 640,Windows,1.23,2.71168629,12262068,149640.8858
112,Lenovo,ThinkPad Yoga,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,1,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.37,3.02033351,12439908,151811.167
113,HP,Probook 440,Probook 440,Notebook,14,IPS Panel 1366x768,0,0,1366x768,Intel Core i5 8250U 1.6GHz,Intel,Core i5 8250U,1.6,4,500GB HDD,0.48828125,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,1.63,3.59353549,6420024,78347.1498
114,Dell,XPS 13,XPS 13,Ultrabook,13.3,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i5 8250U 1.6GHz,Intel,Core i5 8250U,1.6,8,256GB SSD,0.25,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,1.21,2.66759383,14485068,176769.4003
115,HP,Spectre x360,Spectre x360,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,1,1,1920x1080,Intel Core i5 8250U 1.6GHz,Intel,Core i5 8250U,1.6,8,256GB SSD,0.25,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,1.26,2.77782498,12439819.08,151810.0818
116,HP,Probook 440,Probook 440,Notebook,14,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,8,512GB SSD,0.5,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,1.63,3.59353549,9638928,117629.2388
117,Dell,Inspiron 7570,Inspiron 7570,Notebook,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,8,256GB SSD +  1TB HDD,1.25,Nvidia GeForce 940MX,Nvidia,GeForce 940MX,Windows,2.16,4.76198568,10050894.36,122656.6951
118,Asus,X705UV-BX074T (i3-6006U/4GB/1TB/GeForce,X705UV-BX074T ,Notebook,17.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i3 6006U 2GHz,Intel,Core i3 6006U,2,4,1TB HDD,1,Nvidia GeForce 920MX,Nvidia,GeForce 920MX,Windows,2,4.409246,5015088,61201.92865
119,Asus,VivoBook S15,VivoBook S15,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,8,256GB SSD,0.25,Nvidia GeForce 940MX,Nvidia,GeForce 940MX,Windows,1.7,3.7478591,9941256,121318.7167
120,Acer,Spin 3,Spin 3,Notebook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,1,1,1920x1080,Intel Core i3 7100U 2.4GHz,Intel,Core i3 7100U,2.4,6,1TB HDD,1,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,2.1,4.6297083,4259268,51978.23373
121,MSI,GS63VR 7RG,GS63VR 7RG,Gaming,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,16,256GB SSD +  2TB HDD,2.25,Nvidia GeForce GTX 1070,Nvidia,GeForce GTX 1070,Windows,1.8,3.9683214,19931418,243234.2608
122,Lenovo,IdeaPad 320-15IKBN,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,8,256GB SSD,0.25,Nvidia GeForce 940MX,Nvidia,GeForce 940MX,No OS,2.2,4.8501706,5593068,68255.34241
123,HP,Probook 470,Probook 470,Notebook,17.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,16,512GB SSD,0.5,Nvidia GeForce 930MX ,Nvidia,GeForce 930MX ,Windows,2.5,5.5115575,11301732,137921.3676
124,Acer,Aspire 3,Aspire 3,Notebook,15.6,1366x768,0,0,1366x768,AMD A9-Series 9420 3GHz,AMD,A9-Series 9420,3,4,256GB SSD,0.25,AMD Radeon R5,AMD,Radeon R5,Windows,2.1,4.6297083,4010292,48939.84011
125,HP,250 G6,250 G6,Notebook,15.6,1366x768,0,0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,Intel,Celeron Dual Core N3060,1.6,4,500GB HDD,0.48828125,Intel HD Graphics 400,Intel,HD Graphics 400,No OS,1.86,4.10059878,2303028,28105.14099
126,HP,Probook 440,Probook 440,Notebook,14,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 8250U 1.6GHz,Intel,Core i5 8250U,1.6,8,1TB HDD,1,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,1.63,3.59353549,7220304,88113.41501
127,Asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,E402WA-GA007T ,Notebook,14,1366x768,0,0,1366x768,AMD E-Series 6110 1.5GHz,AMD,E-Series 6110,1.5,4,64GB SSD,0.0625,AMD Radeon R2,AMD,Radeon R2,Windows,1.65,3.63762795,2471887.08,30165.82295
128,Dell,Inspiron 5770,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,16,256GB SSD +  2TB HDD,2.25,AMD Radeon 530,AMD,Radeon 530,Windows,2.8,6.1729444,12413232,151485.6248
129,HP,ProBook 470,ProBook 470,Notebook,17.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 8250U 1.6GHz,Intel,Core i5 8250U,1.6,8,256GB SSD,0.25,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,2.5,5.5115575,8251776,100701.0457
130,Dell,Inspiron 5567,Inspiron 5567,Notebook,15.6,1366x768,0,0,1366x768,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,8,1TB HDD,1,AMD Radeon R7 M445,AMD,Radeon R7 M445,Windows,2.36,5.20291028,5681899.08,69339.39785
131,Dell,Inspiron 3567,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i3 6006U 2GHz,Intel,Core i3 6006U,2,4,1TB HDD,1,AMD Radeon R5 M430,AMD,Radeon R5 M430,Windows,2.2,4.8501706,3992508,48722.81199
132,Acer,Swift 3,Swift 3,Ultrabook,14,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,8,256GB SSD,0.25,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,1.6,3.5273968,7860528,95926.42718
133,Acer,Aspire A515-51G-37JS,Aspire A515-51G-37JS,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i3 7130U 2.7GHz,Intel,Core i3 7130U,2.7,4,256GB SSD,0.25,Nvidia GeForce MX130,Nvidia,GeForce MX130,Windows,2.2,4.8501706,5086224,62070.04111
134,HP,15-BS078nr (i7-7500U/8GB/1TB/W10),15-BS078nr ,Notebook,15.6,1366x768,0,0,1366x768,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,8,1TB HDD,1,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,2.05,4.51947715,5317416,64891.40662
135,HP,Probook 440,Probook 440,Notebook,14,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,8,256GB SSD,0.25,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,1.63,3.59353549,8785296,107211.8892
136,Lenovo,V110-15IAP (N3350/4GB/1TB/No,V110-15IAP ,Notebook,15.6,1366x768,0,0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,Intel,Celeron Dual Core N3350,1.1,4,1TB HDD,1,Intel HD Graphics 500,Intel,HD Graphics 500,No OS,1.9,4.1887837,2243985.12,27384.60765
137,Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,FX753VD-GC086T ,Gaming,17.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7300HQ 2.5GHz,Intel,Core i5 7300HQ,2.5,8,128GB SSD +  1TB HDD,1.125,Nvidia GeForce GTX 1050,Nvidia,GeForce GTX 1050,Windows,3,6.613869,8340696,101786.1863
138,Lenovo,IdeaPad 320-15IKBN,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,4,1TB HDD,1,Nvidia GeForce 920MX,Nvidia,GeForce 920MX,No OS,2.2,4.8501706,4437108,54148.51489
139,HP,Envy 13-AD007nv,Envy 13-AD007nv,Notebook,13.3,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,4,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.32,2.91010236,6215508,75851.32647
140,Acer,Aspire 5,Aspire 5,Notebook,17.3,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i3 7130U 2.7GHz,Intel,Core i3 7130U,2.7,4,1TB HDD,1,Nvidia GeForce MX130,Nvidia,GeForce MX130,Windows,3,6.613869,5824260,71076.70792
141,Lenovo,ThinkPad E480,ThinkPad E480,Notebook,14,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i5 8250U 1.6GHz,Intel,Core i5 8250U,1.6,8,256GB SSD,0.25,AMD Radeon RX 550,AMD,Radeon RX 550,Windows,1.75,3.85809025,9923649.84,121103.8589
142,Lenovo,Legion Y520-15IKBN,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,8,256GB SSD,0.25,Nvidia GeForce GTX 1050M,Nvidia,GeForce GTX 1050M,No OS,2.4,5.2910952,7727148,94298.71631
143,Toshiba,Satellite Pro,Satellite Pro,Notebook,15.6,1366x768,0,0,1366x768,Intel Core i5 6200U 2.3GHz,Intel,Core i5 6200U,2.3,4,500GB HDD,0.48828125,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,2.1,4.6297083,5352984,65325.46285
144,HP,255 G6,255 G6,Notebook,15.6,1366x768,0,0,1366x768,AMD A6-Series 9220 2.5GHz,AMD,A6-Series 9220,2.5,4,256GB SSD,0.25,AMD Radeon R4 Graphics,AMD,Radeon R4 Graphics,Windows,1.86,4.10059878,3281148,40041.68736
145,Asus,ZenBook UX430UA,ZenBook UX430UA,Ultrabook,14,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,8,256GB SSD,0.25,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,1.25,2.75577875,9772308,119256.9496
146,HP,EliteBook Folio,EliteBook Folio,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,1,1,3840x2160,Intel Core M 6Y75 1.2GHz,Intel,Core M 6Y75,1.2,8,512GB SSD,0.5,Intel HD Graphics 515,Intel,HD Graphics 515,Windows,0.97,2.13848431,17908488,218547.3126
147,Asus,X541NA (N3350/4GB/1TB/FHD/W10),X541NA ,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Celeron Dual Core N3350 1.1GHz,Intel,Celeron Dual Core N3350,1.1,4,1TB HDD,1,Intel HD Graphics 500,Intel,HD Graphics 500,Windows,2,4.409246,3058848,37328.83591
148,MSI,GE72MVR 7RG,GE72MVR 7RG,Gaming,17.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,16,256GB SSD +  1TB HDD,1.25,Nvidia GeForce GTX 1070,Nvidia,GeForce GTX 1070,Windows,2.9,6.3934067,18041868,220175.0235
149,Acer,Aspire A315-51,Aspire A315-51,Notebook,15.6,1366x768,0,0,1366x768,Intel Core i3 6006U 2GHz,Intel,Core i3 6006U,2,4,1TB HDD,1,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,2.1,4.6297083,3974724,48505.78388
150,Dell,Inspiron 5577,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,16,512GB SSD,0.5,Nvidia GeForce GTX 1050,Nvidia,GeForce GTX 1050,Windows,2.56,5.64383488,11108419.92,135562.272
151,Dell,Inspiron 7567,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,8,1TB Hybrid,1,Nvidia GeForce GTX 1050,Nvidia,GeForce GTX 1050,Windows,2.62,5.77611226,7993908,97554.13804
152,Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),V110-15IKB ,Notebook,15.6,1366x768,0,0,1366x768,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,4,128GB SSD,0.125,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.9,4.1887837,4428216,54040.00083
153,MSI,GE73VR 7RE,GE73VR 7RE,Gaming,17.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,16,256GB SSD +  1TB HDD,1.25,Nvidia GeForce GTX 1060,Nvidia,GeForce GTX 1060,Windows,2.8,6.1729444,16805880,205091.5694
154,HP,EliteBook 840,EliteBook 840,Ultrabook,14,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7500U 2.7GHz,Intel,Core i5 7500U,2.7,4,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.48,3.26284204,9621144,117412.2106
155,HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,15-BS103nv ,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 8250U 1.6GHz,Intel,Core i5 8250U,1.6,6,256GB SSD,0.25,AMD Radeon 520,AMD,Radeon 520,Windows,1.91,4.21082993,5504148,67170.20183
156,Lenovo,Yoga 520-14IKB,Yoga 520-14IKB,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,1,1,1920x1080,Intel Core i3 7100U 2.4GHz,Intel,Core i3 7100U,2.4,4,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.74,3.83604402,5593068,68255.34241
157,Asus,ZenBook Flip,ZenBook Flip,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,1,1,1920x1080,Intel Core i5 8250U 1.6GHz,Intel,Core i5 8250U,1.6,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.1,2.4250853,11692980,142695.9861
158,Dell,Inspiron 5579,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,1,1,1920x1080,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,8,256GB SSD,0.25,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,1.56,3.43921188,9327708,113831.2467
159,Toshiba,Satellite Pro,Satellite Pro,Notebook,15.6,1366x768,0,0,1366x768,Intel Core i3 6006U 2.2GHz,Intel,Core i3 6006U,2.2,4,500GB HDD,0.48828125,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,2.1,4.6297083,3974724,48505.78388
160,Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,X555BP-XX180T ,Notebook,15.6,1366x768,0,0,1366x768,AMD A9-Series 9420 3GHz,AMD,A9-Series 9420,3,4,1TB HDD,1,AMD Radeon R5 M420,AMD,Radeon R5 M420,Windows,2.03,4.47538469,3583476,43731.16533
161,Acer,Aspire A517-51G,Aspire A517-51G,Notebook,17.3,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i5 8250U 1.6GHz,Intel,Core i5 8250U,1.6,4,256GB SSD,0.25,Nvidia GeForce MX150,Nvidia,GeForce MX150,Windows,3,6.613869,7158060,87353.8166
162,Dell,Inspiron 3576,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 8250U 1.6GHz,Intel,Core i5 8250U,1.6,8,256GB SSD,0.25,AMD Radeon 520,AMD,Radeon 520,Windows,2.13,4.69584699,6473376,78998.23414
163,Lenovo,Legion Y520-15IKBN,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,16,256GB SSD,0.25,Nvidia GeForce GTX 1050 Ti,Nvidia,GeForce GTX 1050 Ti,Windows,2.5,5.5115575,9594468,117086.6685
164,Acer,Aspire A315-31,Aspire A315-31,Notebook,15.6,1366x768,0,0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,Intel,Celeron Dual Core N3350,1.1,4,1TB HDD,1,Intel HD Graphics 500,Intel,HD Graphics 500,Windows,2.1,4.6297083,3094416,37762.89215
165,MSI,GE63VR 7RE,GE63VR 7RE,Gaming,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,16,256GB SSD +  1TB HDD,1.25,Nvidia GeForce GTX 1060,Nvidia,GeForce GTX 1060,Windows,2.4,5.2910952,15996708,195216.7901
166,Acer,Aspire 3,Aspire 3,Notebook,15.6,1366x768,0,0,1366x768,Intel Pentium Quad Core N4200 1.1GHz,Intel,Pentium Quad Core N4200,1.1,4,1TB HDD,1,Intel HD Graphics 505,Intel,HD Graphics 505,Windows,2.1,4.6297083,3232330.92,39445.94518
167,Dell,Inspiron 5577,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,8,128GB SSD +  1TB HDD,1.125,Nvidia GeForce GTX 1050,Nvidia,GeForce GTX 1050,Windows,2.56,5.64383488,9429877.08,115078.0733
168,Acer,Aspire A517-51G,Aspire A517-51G,Notebook,17.3,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i5 8250U 1.6GHz,Intel,Core i5 8250U,1.6,8,256GB SSD,0.25,Nvidia GeForce MX150,Nvidia,GeForce MX150,Windows,3,6.613869,7593768,92671.00544
169,HP,ProBook 430,ProBook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i5 8250U 1.6GHz,Intel,Core i5 8250U,1.6,4,500GB HDD,0.48828125,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,1.49,3.28488827,6704568,81819.59965
170,Huawei,MateBook X,MateBook X,Ultrabook,13,IPS Panel Full HD 2160x1440,0,1,2160x1440,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.05,2.31485415,11995308,146385.4641
